path,top_component,kind_hint,extension,bytes,lines,utf8_text,sha256,git_blob_sha1,is_test_hint,is_doc_hint,is_config_hint,generated_hint,is_symlink
abuse-enforcement-service/service-lib/src/dedup_cache.rs,abuse-enforcement-service,source,.rs,26180,791,True,3260b6381097d083347c43b24499a297c7b65c8b69b4c1912346f7f3593fc5b2,86c41d8cd7114d152b016fa2d293788ec3d53a47,False,False,False,False,False
abuse-enforcement-service/service-lib/src/entities.rs,abuse-enforcement-service,source,.rs,1885,62,True,cc741e247888abbeaebf6bc70d43e1d1c1f8f0a64f9b0f1281771b0652638e10,35e09aa527a910c29bc68739d62ef2d8cec263ce,False,False,False,False,False
abuse-enforcement-service/service-lib/src/facts.rs,abuse-enforcement-service,source,.rs,35914,1008,True,e3d2fbbed3895634bc4ea6045cf3b6dc88dc7ddff36bc74b803f5a8e1e6e686b,f06de07933aaff23d694106fb4b0231ea39339a3,False,False,False,False,False
abuse-enforcement-service/service-lib/src/fixtures/mock_rules_post.yaml,abuse-enforcement-service,config_or_build,.yaml,484,14,True,88c7c74d0ac871ef4a78f398a15287e670ebf1652eaa7c0d51ab3d8a5aa0c2f2,eb9b524ba1ad1a7f128f10349b7accf40fb8972b,False,False,True,False,False
abuse-enforcement-service/service-lib/src/fixtures/mock_rules_user.yaml,abuse-enforcement-service,config_or_build,.yaml,828,24,True,e6e137e38cb95f7d3c79a343dfa09b20395a1abcde6f1112daa9f4ce9b7e50fd,cea4a20ae482ad0531115083e67030ff73f67508,False,False,True,False,False
abuse-enforcement-service/service-lib/src/gizmoduck.rs,abuse-enforcement-service,source,.rs,6302,175,True,44c5353187fd9226321137fcd2e0f6e6eaf144df28db0a43bc35ed888f863498,c1c49eeed8fb023cb2cf538b2633afc2296c9260,False,False,False,False,False
abuse-enforcement-service/service-lib/src/gizmoduck_labels.rs,abuse-enforcement-service,source,.rs,177,6,True,988d4c3623f7ab8af9c24bea52d8873551e1190a56548d8d88e3bc36939d0ff3,9b95d81599e471d01e97e53dcfeda0c9470347db,False,False,False,False,False
abuse-enforcement-service/service-lib/src/growthbook.rs,abuse-enforcement-service,source,.rs,15543,473,True,5254b8eb378a50665be740d9870552558c28e8b97ade56f7d27a4616ceb6e9ff,8a7a9e254c44094cd001cc15299a55c16b717919,False,False,False,False,False
abuse-enforcement-service/service-lib/src/growthbook_writer.rs,abuse-enforcement-service,source,.rs,8466,257,True,507e7085a47860d4aaec7700fa0de7abca5e0772ba904f81656c9ea0e0009e32,415c22fec67d4bf56161efd97ff79cdce4bd76a5,False,False,False,False,False
abuse-enforcement-service/service-lib/src/lib.rs,abuse-enforcement-service,source,.rs,67593,1955,True,c0e836ce60ce62edecd3c793df4aae6e821648cbd0a6c68e75d31f2969466849,244ab59e75b1f8e9cd9c7782c992fe3a87a16ada,False,False,False,False,False
abuse-enforcement-service/service-lib/src/limiter.rs,abuse-enforcement-service,source,.rs,4517,145,True,5d91b49941c6462464fec032df3e33d006942e6c00ddb7ed97b8e7bd0b970341,a7eb72d93030f8faa6e9bfc1c37f4a51e2d8b048,False,False,False,False,False
abuse-enforcement-service/service-lib/src/manhattan.rs,abuse-enforcement-service,source,.rs,3072,103,True,d77d464003ba6df4621a68c13d445632fe017497353feb3d0d84e0369a72b207,61e04de0ed4e7a1129a6cc455567197411de1aab,False,False,False,False,False
abuse-enforcement-service/service-lib/src/metrics.rs,abuse-enforcement-service,source,.rs,16186,445,True,b639eb554f97777e8cd7be270eef5634f387db356a637340ee793432f6283263,96e3a5397817801c7d541e6f5fefb65bec24590c,False,False,False,False,False
abuse-enforcement-service/service-lib/src/rules.rs,abuse-enforcement-service,source,.rs,38647,1202,True,b34596226d9c3eca19e6ad5f17537dee10b1ac0ade589e3b8a19f7df1691d406,3ebcdebffd0af2eab9de8ef1e7cda1b48a82a626,False,False,False,False,False
abuse-enforcement-service/service-lib/src/service.rs,abuse-enforcement-service,source,.rs,88259,2598,True,b88089336c6934f3711548fc52105bca5e22b47deb3c59f7644461825fb0cfee,fd63db9d5ffb16b0647a4c0d0116f38f49a76dcd,False,False,False,False,False
abuse-enforcement-service/service-lib/src/sliding_window.rs,abuse-enforcement-service,source,.rs,21267,672,True,91290437f9f25abf18bad16b9d7f75e4dcf2f76d4e8bf9da13511533d40c1713,ad3611debe08264089667313074d6399a4f558ff,False,False,False,False,False
abuse-enforcement-service/service-lib/src/strato.rs,abuse-enforcement-service,source,.rs,8813,283,True,8781afcbab3158a1fea30a62507afd8f4909e04a8d0fcc4575089745c5aa6c65,6b21b2ad9479a5f21843740118a1c1b94c59a031,False,False,False,False,False
abuse-enforcement-service/service-lib/src/test_user.rs,abuse-enforcement-service,test,.rs,2335,75,True,2db9b3074e655d3286a5a9f5d3ecfb844fa350a7bc629e52b21df743765e7ba4,5cbce3424941bb13efb8d9349cce78f53a616aeb,True,False,False,False,False
abuse-enforcement-service/types/src/allowlist.rs,abuse-enforcement-service,source,.rs,9267,315,True,86bbcd9d379301dc116127a51f9ed9127b77aa0684004bdba984de8981bc546c,fab6a8beac84ce79a16eb08a80336354a0274c0e,False,False,False,False,False
abuse-enforcement-service/types/src/config.rs,abuse-enforcement-service,source,.rs,235,8,True,3328b49b05b16332feb6ca528144f49d67f43c70bd03586195555dda66054cca,0fda09fb578a2d112ee2ec4d6e372b3d448f3e7e,False,False,False,False,False
abuse-enforcement-service/types/src/lib.rs,abuse-enforcement-service,source,.rs,35,2,True,5ca12cdcb2d2d186db305363ed0219263b87cedec1216f0f6847487bc6fa498d,719aea4b72b3e367635b603ee3e180736fccfc2c,False,False,False,False,False
adult-content/BUILD,adult-content,config_or_build,[no extension],170,11,True,83d6f5571866e04c7c36e3906a225758af4019fa82fc13a6e914eddc7fea008b,0ab7fa4a866a2ded0d272a908eb1e80dadefc534,False,False,True,False,False
adult-content/calibration.py,adult-content,source,.py,3209,97,True,cf89f8a1cec0a023bfd90c99df43051fa6aea826841a012938044484f2d22752,2de7d9df4dad6b44da851f5aef9215b2a4d91111,False,False,False,False,False
adult-content/config.py,adult-content,source,.py,1202,44,True,e35a7c0b36904b319fecc4536e340e2dbba33aed769f3f4bc4468a0e2d0229d7,403779b616c255094a5858710fb3ab7b1266f8ce,False,False,False,False,False
adult-content/dataset_utils.py,adult-content,source,.py,1661,66,True,49e7dbdd3f0446368fdeeae538a39113d1d4bacf559105628ac2f870963a5496,450a3a390a27fe2f40329813e1cd04428d126b54,False,False,False,False,False
adult-content/scripts/BUILD,adult-content,config_or_build,[no extension],898,28,True,00b1963954a4971ff445d3138fea70cde0cf5c790a1b7af7a36896789132c61d,c7d6c538bc3089f3a660386d5cce0d818068af84,False,False,True,False,False
adult-content/scripts/calibrate_model_scores.py,adult-content,source,.py,1392,54,True,ca5c3122023beaa6fccdbfc40338c6ba41dc48685a1d701ad36ac1ab9f00570c,704d0479504d81fe5dc8748af2c9382cc34b57ce,False,False,False,False,False
adult-content/scripts/train_model.py,adult-content,source,.py,2501,97,True,9032c20accd02a969b9e74efb8e492fffb63fe7ede60a4fabe6725044fdd7619,e6e3da9aed0c4ef65646ffce5e058fd8c572d40a,False,False,False,False,False
adult-content/training.py,adult-content,source,.py,2242,85,True,2d0119cf5f14510d32561442326199cee443959c52acd1b58a394887d54ea521,2fad6b4a7808b5f48cfb3b988271ebd97f0c94b8,False,False,False,False,False
agatha/hub/agatha/BUILD,agatha,config_or_build,[no extension],468,13,True,76236b59976dd8119de68539a852546d33d2208dde5f0d465eaf101397690119,bddfb9ad3438af558f453f55b74fe2fc7fc57b2f,False,False,True,False,False
agatha/hub/agatha/Bijections.scala,agatha,source,.scala,375,10,True,ba7f077330f61fd501797bde53d9fb7017947469e3f256f2ee59599bea764cc7,538720360ac8583da9c738f1188fe9eed25b96bd,False,False,False,False,False
agatha/hub/agatha/builder/BUILD,agatha,config_or_build,[no extension],955,31,True,1eac620e99a1c7b5283bf41bcee119ef67f64485108b5633656fdf775fd2d9d7,37af1c27ae39bb67e8e3e6838f160e9daa06584a,False,False,True,False,False
agatha/hub/agatha/builder/Builder.scala,agatha,source,.scala,2411,65,True,92fe27b76d70ee82e977fa75e395cdaef0e2780ee581bbf82c98870f91130d82,576f8ebf5ab2ceb872f123904e2dd35f5b88eda1,False,False,False,False,False
agatha/hub/agatha/job/AgathaJobTemplates.scala,agatha,source,.scala,6062,180,True,84deb357d35b59ee2e3d34e3f54cc98a1500cb6cd92651f6df13d43d035e02bd,ec25d3e80e108125acc6184aa46d774e2070efbb,False,False,False,False,False
agatha/hub/agatha/job/BUILD.bazel,agatha,config_or_build,.bazel,825,27,True,9b79be4a9c06ef58017a807dc811296c53daf68cd8df13a06a26467f9ce6da9c,7048ae7823ee1d171a1131aac359b31f6e901419,False,False,True,False,False
agatha/hub/agatha/labels/BUILD,agatha,config_or_build,[no extension],1126,38,True,ff2b8db52c87f62d1176c845ee4fc924dd4483bff314e3f4a26da461128adde1,6270fdf744301c8cc387458e2beffe9c82d2a360,False,False,True,False,False
agatha/hub/agatha/labels/LabelGenerator.scala,agatha,source,.scala,272,10,True,c1e29d003060ff14df0f4dee4f97e42cab452e8f7c278bf2c4b86a767c817c01,00e9255bcfd6b15d3b9e4e6d05345ae10c4f36bd,False,False,False,False,False
agatha/hub/agatha/labels/LabelManager.scala,agatha,source,.scala,712,21,True,f093330d1e423047ad841e81445d039fe1b78cc2afa693e6e021b6fd30134226,a0e5a1364fc7b23574ed3b79583ae8726cf8b51f,False,False,False,False,False
agatha/hub/agatha/predict/Aggregators.scala,agatha,source,.scala,1810,54,True,dca516707b85a865c37bb6f3259a0bc29c3e6c58c6890f5f6016c1941056b225,79d369cacabc9a151a950c3f085c4dbeda061b17,False,False,False,False,False
agatha/hub/agatha/predict/BUILD,agatha,config_or_build,[no extension],539,14,True,fa3df3f0cfaf9a94ed259410a82337b7e1e689a62e41014b6171404deb2ff25e,944c51662a412e1c88188aaefa2c1868271ea4b2,False,False,True,False,False
agatha/hub/agatha/predict/Predict.scala,agatha,source,.scala,2910,84,True,c0e07744dbdf202a953a3adbbc4a7ba4d6736780291b5b9f2d769a37b69f041c,ad7cbdee9e2702deba39238debb185d9bcb6c01b,False,False,False,False,False
agatha/hub/agatha/predict/package.scala,agatha,source,.scala,163,7,True,1fa96495c4a7a204b1b1e803f8eca557f0dcd653d773fc4ddabfd1eba413ccfb,92c9f2a57456ebcfd370f6c7e26841d4c31166ec,False,False,False,False,False
agatha/hub/agatha/thrift/BUILD,agatha,config_or_build,[no extension],319,14,True,0582a79f0cf92db205bf3aba8e3d1b2433941ae309b13e104157aedffcc3afe9,57bb3570152aba73f1dc0769516cccd777bab778,False,False,True,True,False
agatha/hub/agatha/thrift/agatha.thrift,agatha,schema_or_dsl,.thrift,1450,52,True,1646e66073370187936025bb434ee6e9ce1653136db8c544bbb6e5880a1e4c85,39ed37768c266023ec864bffb0bd61ff64db9140,False,False,False,True,False
agatha/hub/agatha/thrift/featureSource.thrift,agatha,schema_or_dsl,.thrift,580,29,True,e9b5562cf60374bddb08c4b6ae201bb41c5894d186e2a8f7bb4effc964082e6d,f3ffc81f1b084e7ff578411e531a1f1b936e50c2,False,False,False,True,False
agatha/hub/agatha/util/BUILD,agatha,config_or_build,[no extension],282,10,True,3755099e57507243a24bfb031defc8d2d7f17041a3d10f07eedd389d0a21cf06,92766445b1ea68a5ac6ab4159bdf88fba8a38639,False,False,True,False,False
agatha/hub/agatha/util/CrossedPMIStatToModelledFeature.scala,agatha,source,.scala,875,31,True,085e076722f8f568c18cc25a119641474aae38efa06368bab565a3c9f843c01e,80440660e0b09c1638417a7f2f88010410db0c29,False,False,False,False,False
agatha/hub/pmi/BUILD,agatha,config_or_build,[no extension],285,11,True,a78a4f5628e7ce484da2e561f739287b60c08d8be05fc0c4fdc600e395def5e5,c514280c0e42a16078118363f46304aa678483e6,False,False,True,False,False
agatha/hub/pmi/ModelCommon.scala,agatha,source,.scala,2344,85,True,54463a5311f4ddc3fc283528dc9e9d55777a5b310dfa7681815d0543fa8abfae,9b2b46b6fbe9e435babbfcb7fa87e220c6480f1d,False,False,False,False,False
agatha/hub/pmi/PMI.scala,agatha,source,.scala,10025,353,True,5f06e71415d7a32fcf63d8bd6f6d54a25e29d2a99ac7ebbcaa2f5fc03c511dd4,2b0fd14a4281cf6397503df78180251d29b47dee,False,False,False,False,False
agatha/hub/pmi/PMISetExtractors.scala,agatha,source,.scala,3380,106,True,ce4a5d11596d45a5193806f9569296ac6c821c9ed899ed189a5b3d421643533a,cd1bfb3ca33d7e91ad5b62573acf0655b508e9f6,False,False,False,False,False
agatha/hub/pmi/PMITypes.scala,agatha,source,.scala,3910,115,True,869997bbdf1a84aa5fc6c7f8f284fc9cf0c0839b91c1e4e8241b721669e6c606,bb5df1035ed4b8f545753b14a7fd6230c5543a5f,False,False,False,False,False
agatha/hub/pmi/PreProcessors.scala,agatha,source,.scala,1251,50,True,56b470c0b7ceef3ecb13e77ac3d802d746ca017995172e510f30ff1f5be57f7b,42334f4a7f5d9632ab06a0ec06dfc358e1843db4,False,False,False,False,False
agatha/hub/pmi/examples/BUILD.bazel,agatha,config_or_build,.bazel,1070,33,True,ec50d96c6eb89a74d25660233e97d380786a4226ef11608285f0e0e6ff258fb1,cced6851218c74e5ee73d8aa0c4afe069fb8033b,False,False,True,False,False
agatha/hub/pmi/examples/TopFollowPmi.scala,agatha,source,.scala,3760,128,True,5c11cc7f3c615364df488a341f7c1ef191b723dca68f7c956a00ef2b6e4b48ae,20a11f976ced36fdac9abe9d5c80df17ada7ffa6,False,False,False,False,False
agatha/hub/pmi/math/BUILD,agatha,config_or_build,[no extension],149,7,True,de381d2c86a750b2c9825dc5998fcea5f9922f8d969b1e081c9661b52aa0d9a4,b06c19f0e2cc36e8915532323d845b09fa95ec6e,False,False,True,False,False
agatha/hub/pmi/math/Math.scala,agatha,source,.scala,2649,103,True,25fa1115d67eb4378119804eafc1b58af0aa01d4475effcbfb36a4557b0b9500,64b2ae7688b72f821a50bd356b6ed6d12424ffb5,False,False,False,False,False
agatha/hub/pmi/math/aggregators/BUILD,agatha,config_or_build,[no extension],262,10,True,35b653b006acfebb32bda708b9e0b9666408758076a0b2eecbf2bb29764cebda,91c4b4c55e6b7f163658ea11d3f058997cf2d71d,False,False,True,False,False
agatha/hub/pmi/math/aggregators/Moments.scala,agatha,source,.scala,4717,160,True,d236f8904b3540442ac4e5c564d22f245b0499f3fa1a092c7f47a6044185ba6f,496cefe0d162f8f189b504232410a1807bba6050,False,False,False,False,False
agatha/hub/pmi/math/aggregators/Percentiles.scala,agatha,source,.scala,843,30,True,4cede3661f4fd3c2c7495bf140caa6c57c388af418d8be4e405d6480319e8a58,9aca35f1d466779289dd766219b555f3b27d30d1,False,False,False,False,False
agatha/scalding/AgathaFeaturesPredictJob.scala,agatha,source,.scala,3372,88,True,ca7ff8ea5644e901266d832cd24f10e55dda5b244a248cadaf305927f1f95ac0,24668721fb7c2c4737ff13ba605bf438371faae3,False,False,False,False,False
agatha/scalding/NSFWBuildJob.scala,agatha,source,.scala,2106,57,True,965f55186ed46fedc059ce01fb0da796b4ec8862887f30be7c2d94966fbd82a6,94416fddcebb80a0d6f72300b9372f0d3f099588,False,False,False,False,False
agatha/scalding/RateBasedBuildJob.scala,agatha,source,.scala,2365,60,True,7127b8ebfcccb0d682f6e6889affa9cf9cf2d54ad871797f9b985d257b034442,ca2183beefad1cb5f7d31c0874a74f63458904f9,False,False,False,False,False
agatha/scalding/SpagathaBuildJob.scala,agatha,source,.scala,2133,56,True,0242a6cb8e2baad767ad040eee03fe4372eca9404b1c775d2abfad98d472a00b,b141a9433a5c17a5daf929e35fc9fa02259b16e9,False,False,False,False,False
agatha/scalding/blink/BlinkScoreJobTemplate.scala,agatha,source,.scala,13339,338,True,6fe2716a723d0410546112b4b6314bb5a4d8f497ed0b795a424c4ed2ed61c75b,c3bc351803ebba69160d466b9b9402f0d4341f5a,False,False,False,False,False
agatha/scalding/blink/ManhattanImportInjection.scala,agatha,source,.scala,692,14,True,3ea8d5935d3879235836d05821be4345bb768f4ed8c932f8550890e49e9fadaf,7a0571ed31bd9a6e154396656be866a736eb680f,False,False,False,False,False
agatha/scalding/data/ActiveUserFeaturesJob.scala,agatha,source,.scala,2272,64,True,0aab21a23c2ae1ca615f88b3b1976c11e886de6097a6aec812372ae241164d71,17773adcbcb294f4a610848dc25867fc3574f4d1,False,False,False,False,False
agatha/scalding/data/BUILD.bazel,agatha,config_or_build,.bazel,3664,112,True,4296470022fd2410f5d759d1aad5f929ed7a6518b9fd855a62e325941cd2e3d0,f67b41c89112d437cac56258b6f964f8742966fd,False,False,True,False,False
agatha/scalding/data/DataLoader.scala,agatha,source,.scala,410,15,True,af1ff7120e24aec4be0f0e7fcaeb7dd5547f4a7a67649e2681cb0e2ab4e73bff,ba61a4eb51b345ad4ce80ab2f1d0f1f7ab3f75d4,False,False,False,False,False
agatha/scalding/data/DataLoaderUtil.scala,agatha,source,.scala,1474,53,True,6f71b69242992ae78d031a1a59e0a1ab21d282c6f3dcb007ee92e39c4bca6549,1078c7d56551c448c093cdb9b09ca6fea22c128e,False,False,False,False,False
agatha/scalding/data/FeatureExtractionTemplate.scala,agatha,source,.scala,2465,57,True,36484b125bf3abe415ef892d6b771bad99ba3b9a6de3f41f2065d93193b466a4,5cae626ce87b05255d3cc6ab6ff67d485999057d,False,False,False,False,False
agatha/scalding/data/loaders/AbuseReportGraphDataLoader.scala,agatha,source,.scala,538,12,True,e688e495f01f92f29cdf51b5569cbd703100d24f4b3daad9c6e698abaad455b3,6df5975fdd56eb8783c035ae8e9bf2761c6b9dd6,False,False,False,False,False
agatha/scalding/data/loaders/BUILD.bazel,agatha,config_or_build,.bazel,8010,287,True,72abcc10b34873c1e95af3fa20e658f544b855e6c861ae56e721150c0354e80a,1c1e5a0bb56d77567842b186e85773d7ff770fa2,False,False,True,False,False
agatha/scalding/data/loaders/BlockGraphDataLoader.scala,agatha,source,.scala,512,12,True,2358c4c1fbfd5bde70b8a4494ab0bde0f7b73d4729b8b5448d1d0d6f1e6f2c02,fb2b0c60cfec1c47f6fd9e36eeee65af6f0a1621,False,False,False,False,False
agatha/scalding/data/loaders/CombinedUserDataLoader.scala,agatha,source,.scala,6461,192,True,71ea571a14054a7e4eaeed1114050d1d51da98f3004709f423f26c19bf7564a6,04de52a5685d0036c9c238629935fa0134523cf5,False,False,False,False,False
agatha/scalding/data/loaders/ContributorGraphDataLoader.scala,agatha,source,.scala,536,12,True,44a2c2dce8ae7abde04295da7b7f97b4421a3bd32b3cfee6400f2a9a2b30ec67,113583b365e1de95acc97a20be38e06bd1fd2789,False,False,False,False,False
agatha/scalding/data/loaders/DirectMessageGraphDataLoader.scala,agatha,source,.scala,1331,34,True,0f002a4e15561dd6e8bacfea21de11cc62f6b16d7db08bbdacf80d1d6295a8f0,c4751fb677f48b7a7c85fe2c46c76536488a6cb4,False,False,False,False,False
agatha/scalding/data/loaders/FavGraphDataLoader.scala,agatha,source,.scala,1575,41,True,42d2c22670943552fdce745ff03e2e055eff3f7f59ae04dcf48111d7a65061d0,cbe831ddd14e82eec6f68974c2a99b10bf652382,False,False,False,False,False
agatha/scalding/data/loaders/FavedTweetsDataLoader.scala,agatha,source,.scala,1547,38,True,dea20d93be0e7948a9e7c7a32730d1a97f61efae493481ae1928951c86031c28,b65d3bfbab6516baabb854395a026ec486794977,False,False,False,False,False
agatha/scalding/data/loaders/FollowGraphDataLoader.scala,agatha,source,.scala,516,12,True,e73553df816f351e389943e73bc6e70228f62901a23936b5923a5c5248536d83,9c1cbe482e7d0059d2c951b7d94c06242252d418,False,False,False,False,False
agatha/scalding/data/loaders/HashtagTweetsDataLoader.scala,agatha,source,.scala,2018,64,True,29d82649505df438993b5fc3455e771bde935cf954185b76d7d8acfd74058e11,368b2dbe476813311268f41579c84b8d092e2513,False,False,False,False,False
agatha/scalding/data/loaders/LegitTattleGraphDataLoader.scala,agatha,source,.scala,1497,39,True,380935a0e53b2f1c4b685e23e0958f4f044b4f84b526b36eac0c7a801cfe8ed8,41bc26e8b4d4b4591802388a8ab183a0d470481c,False,False,False,False,False
agatha/scalding/data/loaders/ListFollowerGraphDataLoader.scala,agatha,source,.scala,559,13,True,62f9dc07faf21d5011cb02112c360a08326b9392286f580a22d3d30eae59532f,530bcdfb59b962626ebf17c730e72965798d7af0,False,False,False,False,False
agatha/scalding/data/loaders/ListMembershipGraphDataLoader.scala,agatha,source,.scala,556,13,True,9c8c972f6b97624e706383c03203c5cedd83f3ad2ead6031d2da6d86c1c75435,9d086c1a8a0ac6d46996056bb830fb04b8cb69a0,False,False,False,False,False
agatha/scalding/data/loaders/MostRecentEdgeSourceDataLoader.scala,agatha,source,.scala,1703,49,True,7bb3f7d065beb196d052410e0aa82a9d44159e00983f5cf0a3151d429c2d1369,55ab0a219abd7d0b8fbd6287da33ef8f79f65981,False,False,False,False,False
agatha/scalding/data/loaders/MuteGraphDataLoader.scala,agatha,source,.scala,506,12,True,0064c448cf5f04b800dea603d1095b822c0cff093f71aa9a14946ca0a05f8388,b13d8c2122372e5b4cd3196066cf61567c61e913,False,False,False,False,False
agatha/scalding/data/loaders/NonLegitTattlesNoBlocksGraphDataLoader.scala,agatha,source,.scala,1613,41,True,497eec998905a45947347068ae4706542632eaf78dd13dd0261686a3a1d7e27a,70863ac3535c428e151404109e965ff6fde4300c,False,False,False,False,False
agatha/scalding/data/loaders/RetweetedTweetsDataLoader.scala,agatha,source,.scala,1583,43,True,7dd7e21e80e18520401ae67e222d7133aa2439ced3c1162c448d274ee76e3825,207e1035a320b26c7a6c7508d99b05657a21af7c,False,False,False,False,False
agatha/scalding/data/loaders/TweetAuthorEngagementGraph.scala,agatha,source,.scala,2964,83,True,15bfaaeed3aa7a1e2bc5eb8ac5f202f250ed7144ace482fde04808d56fcf287a,5b58426b43a86c466d44ed73fafd908b8cbba393,False,False,False,False,False
agatha/scalding/labels/AgathaLabelManager.scala,agatha,source,.scala,828,21,True,e7596d5d76758d27cb77f208d61eb30b3ddb75c409a8abace9d73ddcfbf0b97c,b6fab0d07ecf993b278a0a9ab31006651d850616,False,False,False,False,False
agatha/scalding/labels/BUILD.bazel,agatha,config_or_build,.bazel,1604,43,True,9a8b226d952586a888644b126a07d0c094647883e9a5ffc1f5a6158655805bd9,6de4be543c39915d91967fb6b1319c2e6da73722,False,False,True,False,False
agatha/scalding/labels/LabelExtractionTemplate.scala,agatha,source,.scala,2891,72,True,410798686d61b14dab5c7219513e66cb5a6440431347e02c480266735ba3a992,a78b3b8138b6f4779e0c60d1d7b380287a829af2,False,False,False,False,False
agatha/scalding/labels/LabelUtil.scala,agatha,source,.scala,1948,62,True,ec72fff85b49850106c631f2b923ef0b382b75f7c935c97134b630347c4a6cc3,70126201074b42b0cbc493f596a721efb2b260e0,False,False,False,False,False
agatha/scalding/labels/blocks_per_fav/BUILD.bazel,agatha,config_or_build,.bazel,1961,55,True,65f540a0fc1eef0494d464f20cb1edc271df25281df3fef378d7c78f9720f22d,420cf0ef7edde54bc6e69b1d434e3343cbc7b181,False,False,True,False,False
agatha/scalding/labels/blocks_per_fav/BlocksPerFav.scala,agatha,source,.scala,1155,34,True,b7b6487cc458851a4010b2d7c6a9d4aa5424e95dadf89a633d496acb1a89ecd1,6b4e2c9734a07f1389d72dcdbc152ed9db17b721,False,False,False,False,False
agatha/scalding/labels/favs/BUILD.bazel,agatha,config_or_build,.bazel,1342,33,True,397888b0887f6f51af2ef42e1d4c169037fa1021714cb6e6240b964542e9c88f,ffe36ab59befe733c0ddc8757f973ca9ad616061,False,False,True,False,False
agatha/scalding/labels/favs/Favs.scala,agatha,source,.scala,2325,69,True,d6e134ec893466e470e75eb54ea5f489b54eccd4c60ed423744461d6d35e0b1e,5a07bc181ee2e578dfadcb5c2d020022b5fee768,False,False,False,False,False
agatha/scalding/labels/nsfw/BUILD.bazel,agatha,config_or_build,.bazel,2999,79,True,5e3d5405e2fce50184889ac91a7c90dd4b8a3e9408bf104e529690afb949dca6,a60f95fb24b0a5ac807ff2388174cc394303f605,False,False,True,False,False
agatha/scalding/labels/nsfw/NSFWLabel.scala,agatha,source,.scala,517,15,True,ccaf94028bb0e767658b5deb4b95193fe785deb337699a2f3fd37b5a1191be19,f562fbc2a9f8c1f48c45e7c645032f7f8308a558,False,False,False,False,False
